number	type	direction	days	stop|Dybbølsbro|0.0|0	stop|København H|0.9|0	stop|Vesterport|1.4|0	stop|Nørreport|2.4|0	stop|Østerport|4.0|0	stop|Nordhavn|5.4|0	stop|Svanemøllen|6.7|0
117027372	C	N	MTWRF	09:37	09:41	09:42	09:44	09:47	09:49	09:51
117027371	C	N	MTWRF	09:57	10:01	10:02	10:04	10:07	10:09	10:11
117027370	C	N	MTWRF	10:17	10:21	10:22	10:24	10:27	10:29	10:31
117027369	C	N	MTWRF	10:37	10:41	10:42	10:44	10:47	10:49	10:51
117027368	C	N	MTWRF	10:57	11:01	11:02	11:04	11:07	11:09	11:11
117027367	C	N	MTWRF	11:17	11:21	11:22	11:24	11:27	11:29	11:31
117027366	C	N	MTWRF	11:37	11:41	11:42	11:44	11:47	11:49	11:51
117027365	C	N	MTWRF	11:57	12:01	12:02	12:04	12:07	12:09	12:11
117027364	C	N	MTWRF	12:17	12:21	12:22	12:24	12:27	12:29	12:31
117027363	C	N	MTWRF	12:37	12:41	12:42	12:44	12:47	12:49	12:51
117027362	C	N	MTWRF	12:57	13:01	13:02	13:04	13:07	13:09	13:11
117027361	C	N	MTWRF	13:17	13:21	13:22	13:24	13:27	13:29	13:31
117027360	C	N	MTWRF	13:37	13:41	13:42	13:44	13:47	13:49	13:51
117027359	C	N	MTWRF	13:57	14:01	14:02	14:04	14:07	14:09	14:11
117027358	C	N	MTWRF	14:17	14:21	14:22	14:24	14:27	14:29	14:31
117027357	C	N	MTWRF	14:37	14:41	14:42	14:44	14:47	14:49	14:51
117027356	C	N	MTWRF	14:57	15:01	15:02	15:04	15:07	15:09	15:11
117027355	C	N	MTWRF	15:17	15:21	15:22	15:24	15:27	15:29	15:31
117027354	C	N	MTWRF	15:37	15:41	15:42	15:44	15:47	15:49	15:51
117027353	C	N	MTWRF	15:57	16:01	16:02	16:04	16:07	16:09	16:11
117027352	C	N	MTWRF	16:17	16:21	16:22	16:24	16:27	16:29	16:31
117027351	C	N	MTWRF	16:37	16:41	16:42	16:44	16:47	16:49	16:51
117027350	C	N	MTWRF	16:57	17:01	17:02	17:04	17:07	17:09	17:11
117027349	C	N	MTWRF	17:17	17:21	17:22	17:24	17:27	17:29	17:31
117027348	C	N	MTWRF	17:37	17:41	17:42	17:44	17:47	17:49	17:51
117027347	C	N	MTWRF	17:57	18:01	18:02	18:04	18:07	18:09	18:11
117027346	C	N	MTWRF	18:17	18:21	18:22	18:24	18:27	18:29	18:31
117027345	C	N	MTWRF	18:37	18:41	18:42	18:44	18:47	18:49	18:51
117027344	C	N	MTWRF	18:57	19:01	19:02	19:04	19:07	19:09	19:11
117027343	C	N	MTWRF	19:17	19:21	19:22	19:24	19:27	19:29	19:31
117027342	C	N	F	19:37	19:41	19:42	19:44	19:47	19:49	19:51
117027341	C	N	MTWR	19:37	19:41	-	-	-	-	-
117027340	C	N	F	19:57	20:01	-	-	-	-	-
117027339	C	N	F	20:17	20:21	-	-	-	-	-
117027338	C	N	MTWRFSU	24:15	24:19	24:20	24:22	24:25	24:27	24:29
117027337	C	N	FS	24:35	24:39	24:40	24:42	24:45	24:47	24:49
117027336	C	N	FS	24:55	24:59	25:00	25:02	25:05	25:07	25:09
117027335	C	N	FS	25:15	25:19	25:20	25:22	25:25	25:27	25:29
117027334	C	N	SU	07:35	07:39	07:40	07:42	07:45	07:47	07:49
117027333	C	N	SU	07:55	07:59	08:00	08:02	08:05	08:07	08:09
117027332	C	N	SU	08:15	08:19	08:20	08:22	08:25	08:27	08:29
117027331	C	N	SU	08:35	08:39	08:40	08:42	08:45	08:47	08:49
117027330	C	N	SU	08:55	08:59	09:00	09:02	09:05	09:07	09:09
117027329	C	N	SU	09:15	09:19	09:20	09:22	09:25	09:27	09:29
117027328	C	N	SU	09:35	09:39	09:40	09:42	09:45	09:47	09:49
117027327	C	N	SU	09:55	09:59	10:00	10:02	10:05	10:07	10:09
117027326	C	N	SU	10:15	10:19	10:20	10:22	10:25	10:27	10:29
117027325	C	N	SU	10:35	10:39	10:40	10:42	10:45	10:47	10:49
117027324	C	N	SU	10:55	10:59	11:00	11:02	11:05	11:07	11:09
117027323	C	N	SU	11:15	11:19	11:20	11:22	11:25	11:27	11:29
117027322	C	N	SU	11:35	11:39	11:40	11:42	11:45	11:47	11:49
117027321	C	N	SU	11:55	11:59	12:00	12:02	12:05	12:07	12:09
117027320	C	N	SU	12:15	12:19	12:20	12:22	12:25	12:27	12:29
117027319	C	N	SU	12:35	12:39	12:40	12:42	12:45	12:47	12:49
117027318	C	N	SU	12:55	12:59	13:00	13:02	13:05	13:07	13:09
117027317	C	N	SU	13:15	13:19	13:20	13:22	13:25	13:27	13:29
117027316	C	N	SU	13:35	13:39	13:40	13:42	13:45	13:47	13:49
117027315	C	N	SU	13:55	13:59	14:00	14:02	14:05	14:07	14:09
117027314	C	N	SU	14:15	14:19	14:20	14:22	14:25	14:27	14:29
117027313	C	N	SU	14:35	14:39	14:40	14:42	14:45	14:47	14:49
117027312	C	N	SU	14:55	14:59	15:00	15:02	15:05	15:07	15:09
117027311	C	N	SU	15:15	15:19	15:20	15:22	15:25	15:27	15:29
117027310	C	N	SU	15:35	15:39	15:40	15:42	15:45	15:47	15:49
117027309	C	N	SU	15:55	15:59	16:00	16:02	16:05	16:07	16:09
117027308	C	N	SU	16:15	16:19	16:20	16:22	16:25	16:27	16:29
117027307	C	N	SU	16:35	16:39	16:40	16:42	16:45	16:47	16:49
117027306	C	N	SU	16:55	16:59	17:00	17:02	17:05	17:07	17:09
117027305	C	N	SU	17:15	17:19	17:20	17:22	17:25	17:27	17:29
117027304	C	N	SU	17:35	17:39	17:40	17:42	17:45	17:47	17:49
117027303	C	N	SU	17:55	17:59	18:00	18:02	18:05	18:07	18:09
117027302	C	N	SU	18:15	18:19	18:20	18:22	18:25	18:27	18:29
117027301	C	N	SU	18:35	18:39	18:40	18:42	18:45	18:47	18:49
117027300	C	N	SU	18:55	18:59	19:00	19:02	19:05	19:07	19:09
117027299	C	N	SU	19:15	19:19	19:20	19:22	19:25	19:27	19:29
117027298	C	N	SU	19:35	19:39	19:40	19:42	19:45	19:47	19:49
117027297	C	N	MTWRFSU	19:55	19:59	20:00	20:02	20:05	20:07	20:09
117027296	C	N	MTWRFSU	20:15	20:19	20:20	20:22	20:25	20:27	20:29
117027295	C	N	MTWRFSU	20:35	20:39	20:40	20:42	20:45	20:47	20:49
117027294	C	N	MTWRFSU	20:55	20:59	21:00	21:02	21:05	21:07	21:09
117027293	C	N	MTWRFSU	21:15	21:19	21:20	21:22	21:25	21:27	21:29
117027292	C	N	MTWRFSU	21:35	21:39	21:40	21:42	21:45	21:47	21:49
117027291	C	N	MTWRFSU	21:55	21:59	22:00	22:02	22:05	22:07	22:09
117027290	C	N	MTWRFSU	22:15	22:19	22:20	22:22	22:25	22:27	22:29
117027289	C	N	MTWRFSU	22:35	22:39	22:40	22:42	22:45	22:47	22:49
117027288	C	N	MTWRFSU	22:55	22:59	23:00	23:02	23:05	23:07	23:09
117027287	C	N	MTWRFSU	23:15	23:19	23:20	23:22	23:25	23:27	23:29
117027286	C	N	MTWRFSU	23:35	23:39	23:40	23:42	23:45	23:47	23:49
117027285	C	N	MTWRFSU	23:55	23:59	24:00	24:02	24:05	24:07	24:09
117027246	C	N	MTWRU	24:35	24:39	-	-	-	-	-
117027245	C	N	MTWRU	24:55	24:59	-	-	-	-	-
117027221	C	N	SU	-	09:29	09:30	09:32	09:35	09:37	09:39
117027220	C	N	SU	-	09:49	09:50	09:52	09:55	09:57	09:59
117027219	C	N	SU	-	10:09	10:10	10:12	10:15	10:17	10:19
117027284	C	N	SU	10:25	10:29	10:30	10:32	10:35	10:37	10:39
117027283	C	N	SU	10:45	10:49	10:50	10:52	10:55	10:57	10:59
117027282	C	N	SU	11:05	11:09	11:10	11:12	11:15	11:17	11:19
117027281	C	N	SU	11:25	11:29	11:30	11:32	11:35	11:37	11:39
117027280	C	N	SU	11:45	11:49	11:50	11:52	11:55	11:57	11:59
117027279	C	N	SU	12:05	12:09	12:10	12:12	12:15	12:17	12:19
117027278	C	N	SU	12:25	12:29	12:30	12:32	12:35	12:37	12:39
117027277	C	N	SU	12:45	12:49	12:50	12:52	12:55	12:57	12:59
117027276	C	N	SU	13:05	13:09	13:10	13:12	13:15	13:17	13:19
117027275	C	N	SU	13:25	13:29	13:30	13:32	13:35	13:37	13:39
117027274	C	N	SU	13:45	13:49	13:50	13:52	13:55	13:57	13:59
117027273	C	N	SU	14:05	14:09	14:10	14:12	14:15	14:17	14:19
117027272	C	N	SU	14:25	14:29	14:30	14:32	14:35	14:37	14:39
117027271	C	N	SU	14:45	14:49	14:50	14:52	14:55	14:57	14:59
117027270	C	N	SU	15:05	15:09	15:10	15:12	15:15	15:17	15:19
117027269	C	N	SU	15:25	15:29	15:30	15:32	15:35	15:37	15:39
117027268	C	N	SU	15:45	15:49	15:50	15:52	15:55	15:57	15:59
117027267	C	N	SU	16:05	16:09	16:10	16:12	16:15	16:17	16:19
117027266	C	N	SU	16:25	16:29	16:30	16:32	16:35	16:37	16:39
117027265	C	N	SU	16:45	16:49	16:50	16:52	16:55	16:57	16:59
117027264	C	N	SU	17:05	17:09	17:10	17:12	17:15	17:17	17:19
117027263	C	N	SU	17:25	17:29	17:30	17:32	17:35	17:37	17:39
117027262	C	N	SU	17:45	17:49	17:50	17:52	17:55	17:57	17:59
117027261	C	N	SU	18:05	18:09	18:10	18:12	18:15	18:17	18:19
117027260	C	N	SU	18:25	18:29	18:30	18:32	18:35	18:37	18:39
117027259	C	N	S	18:45	18:49	18:50	18:52	18:55	18:57	18:59
117027258	C	N	S	19:05	19:09	19:10	19:12	19:15	19:17	19:19
117027242	C	N	U	18:45	18:49	-	-	-	-	-
117027241	C	N	U	19:05	19:09	-	-	-	-	-
117027240	C	N	S	19:25	19:29	-	-	-	-	-
117027239	C	N	S	19:45	19:49	-	-	-	-	-
117027218	C	N	FS	26:15	26:19	26:20	26:22	26:25	26:27	26:29
117027217	C	N	SU	03:15	03:19	03:20	03:22	03:25	03:27	03:29
117027216	C	N	SU	04:15	04:19	04:20	04:22	04:25	04:27	04:29
117027215	C	N	SU	05:15	05:19	05:20	05:22	05:25	05:27	05:29
117027214	C	N	SU	06:15	06:19	06:20	06:22	06:25	06:27	06:29
117027213	C	N	SU	07:15	07:19	07:20	07:22	07:25	07:27	07:29
117027212	C	N	FS	25:45	25:49	25:50	25:52	25:55	25:57	25:59
117027211	C	N	SU	02:45	02:49	02:50	02:52	02:55	02:57	02:59
117027210	C	N	SU	03:45	03:49	03:50	03:52	03:55	03:57	03:59
117027209	C	N	SU	04:45	04:49	04:50	04:52	04:55	04:57	04:59
117027208	C	N	SU	05:45	05:49	05:50	05:52	05:55	05:57	05:59
117027207	C	N	SU	06:45	06:49	06:50	06:52	06:55	06:57	06:59
117028644	H	S	MTWRF	05:21	05:19	-	-	-	-	-
117028643	H	S	MTWRF	05:41	05:39	-	-	-	-	-
117028642	H	S	MTWRF	06:01	05:59	05:56	05:54	05:52	-	-
117028641	H	S	MTWRF	06:21	06:19	06:16	06:14	06:12	-	-
117028640	H	S	MTWRF	06:41	06:39	06:36	06:34	06:32	-	-
117028639	H	S	MTWRF	07:01	06:59	06:56	06:54	06:52	-	-
117028638	H	S	MTWRF	07:21	07:19	07:16	07:14	07:12	-	-
117028637	H	S	MTWRF	07:41	07:39	07:36	07:34	07:32	-	-
117028636	H	S	MTWRF	08:01	07:59	07:56	07:54	07:52	-	-
117028635	H	S	MTWRF	08:21	08:19	08:16	08:14	08:12	-	-
117028634	H	S	MTWRF	08:41	08:39	08:36	08:34	08:32	-	-
117028633	H	S	MTWRF	09:01	08:59	08:56	08:54	08:52	-	-
117028632	H	S	MTWRF	09:21	09:19	09:16	09:14	09:12	-	-
117028631	H	S	MTWRF	09:41	09:39	09:36	09:34	09:32	-	-
117028630	H	S	MTWRF	10:01	09:59	09:56	09:54	09:52	-	-
117028629	H	S	MTWRF	10:21	10:19	10:16	10:14	10:12	-	-
117028628	H	S	MTWRF	10:41	10:39	10:36	10:34	10:32	-	-
117028627	H	S	MTWRF	11:01	10:59	10:56	10:54	10:52	-	-
117028626	H	S	MTWRF	11:21	11:19	11:16	11:14	11:12	-	-
117028625	H	S	MTWRF	11:41	11:39	11:36	11:34	11:32	-	-
117028624	H	S	MTWRF	12:01	11:59	11:56	11:54	11:52	-	-
117028623	H	S	MTWRF	12:21	12:19	12:16	12:14	12:12	-	-
117028622	H	S	MTWRF	12:41	12:39	12:36	12:34	12:32	-	-
117028621	H	S	MTWRF	13:01	12:59	12:56	12:54	12:52	-	-
117028620	H	S	MTWRF	13:21	13:19	13:16	13:14	13:12	-	-
117028619	H	S	MTWRF	13:41	13:39	13:36	13:34	13:32	-	-
117028618	H	S	MTWRF	14:01	13:59	13:56	13:54	13:52	-	-
117028617	H	S	MTWRF	14:21	14:19	14:16	14:14	14:12	-	-
117028616	H	S	MTWRF	14:41	14:39	14:36	14:34	14:32	-	-
117028615	H	S	MTWRF	15:01	14:59	14:56	14:54	14:52	-	-
117028614	H	S	MTWRF	15:21	15:19	15:16	15:14	15:12	-	-
117028613	H	S	MTWRF	15:41	15:39	15:36	15:34	15:32	-	-
117028612	H	S	MTWRF	16:01	15:59	15:56	15:54	15:52	-	-
117028611	H	S	MTWRF	16:21	16:19	16:16	16:14	16:12	-	-
117028610	H	S	MTWRF	16:41	16:39	16:36	16:34	16:32	-	-
117028609	H	S	MTWRF	17:01	16:59	16:56	16:54	16:52	-	-
117028608	H	S	MTWRF	17:21	17:19	17:16	17:14	17:12	-	-
117028607	H	S	MTWRF	17:41	17:39	17:36	17:34	17:32	-	-
117028606	H	S	MTWRF	18:01	17:59	17:56	17:54	17:52	-	-
117028605	H	S	MTWRF	18:21	18:19	18:16	18:14	18:12	-	-
117028604	H	N	MTWRF	06:35	06:39	06:40	06:42	06:46	-	-
117028603	H	N	MTWRF	06:55	06:59	07:00	07:02	07:06	-	-
117028602	H	N	MTWRF	07:15	07:19	07:20	07:22	07:26	-	-
117028601	H	N	MTWRF	07:35	07:39	07:40	07:42	07:46	-	-
117028600	H	N	MTWRF	07:55	07:59	08:00	08:02	08:06	-	-
117028599	H	N	MTWRF	08:15	08:19	08:20	08:22	08:26	-	-
117028598	H	N	MTWRF	08:35	08:39	08:40	08:42	08:46	-	-
117028597	H	N	MTWRF	08:55	08:59	09:00	09:02	09:06	-	-
117028596	H	N	MTWRF	09:15	09:19	09:20	09:22	09:26	-	-
117028595	H	N	MTWRF	09:35	09:39	09:40	09:42	09:46	-	-
117028594	H	N	MTWRF	09:55	09:59	10:00	10:02	10:06	-	-
117028593	H	N	MTWRF	10:15	10:19	10:20	10:22	10:26	-	-
117028592	H	N	MTWRF	10:35	10:39	10:40	10:42	10:46	-	-
117028591	H	N	MTWRF	10:55	10:59	11:00	11:02	11:06	-	-
117028590	H	N	MTWRF	11:15	11:19	11:20	11:22	11:26	-	-
117028589	H	N	MTWRF	11:35	11:39	11:40	11:42	11:46	-	-
117028588	H	N	MTWRF	11:55	11:59	12:00	12:02	12:06	-	-
117028587	H	N	MTWRF	12:15	12:19	12:20	12:22	12:26	-	-
117028586	H	N	MTWRF	12:35	12:39	12:40	12:42	12:46	-	-
117028585	H	N	MTWRF	12:55	12:59	13:00	13:02	13:06	-	-
117028584	H	N	MTWRF	13:15	13:19	13:20	13:22	13:26	-	-
117028583	H	N	MTWRF	13:35	13:39	13:40	13:42	13:46	-	-
117028582	H	N	MTWRF	13:55	13:59	14:00	14:02	14:06	-	-
117028581	H	N	MTWRF	14:15	14:19	14:20	14:22	14:26	-	-
117028580	H	N	MTWRF	14:35	14:39	14:40	14:42	14:46	-	-
117028579	H	N	MTWRF	14:55	14:59	15:00	15:02	15:06	-	-
117028578	H	N	MTWRF	15:15	15:19	15:20	15:22	15:26	-	-
117028577	H	N	MTWRF	15:35	15:39	15:40	15:42	15:46	-	-
117028576	H	N	MTWRF	15:55	15:59	16:00	16:02	16:06	-	-
117028575	H	N	MTWRF	16:15	16:19	16:20	16:22	16:26	-	-
117028574	H	N	MTWRF	16:35	16:39	16:40	16:42	16:46	-	-
117028573	H	N	MTWRF	16:55	16:59	17:00	17:02	17:06	-	-
117028572	H	N	MTWRF	17:15	17:19	17:20	17:22	17:26	-	-
117028571	H	N	MTWRF	17:35	17:39	17:40	17:42	17:46	-	-
117028570	H	N	MTWRF	17:55	17:59	18:00	18:02	18:06	-	-
117028569	H	N	MTWRF	18:15	18:19	-	-	-	-	-
117028568	H	N	MTWRF	18:35	18:39	-	-	-	-	-
117028567	H	N	MTWRF	18:55	18:59	-	-	-	-	-
117028566	H	N	MTWRF	19:15	19:19	-	-	-	-	-
117028565	H	N	MTWRF	19:35	19:39	-	-	-	-	-
117028564	H	N	MTWRF	05:35	05:39	05:40	05:42	05:46	-	-
117028563	H	N	MTWRF	05:55	05:59	06:00	06:02	06:06	-	-
117028562	H	N	MTWRF	06:15	06:19	06:20	06:22	06:26	-	-
